Arestas na MST:
8925 - 3459: 7
2197 - 1087: 7
1293 - 3573: 7
5907 - 670: 7
9596 - 2401: 7
6982 - 6983: 7
9805 - 9804: 7
5092 - 8339: 7
9802 - 9801: 7
8857 - 1214: 7
4388 - 3517: 7
4612 - 4613: 7
8878 - 6577: 7
9237 - 9236: 7
9272 - 6296: 7
280 - 281: 7
8570 - 8569: 7
4854 - 4855: 7
4148 - 365: 7
4819 - 5189: 7
7754 - 2718: 7
4190 - 7842: 7
8685 - 842: 7
6656 - 6526: 7
7648 - 4976: 7
3707 - 5289: 7
4990 - 3023: 7
7852 - 387: 7
1877 - 235: 7
4020 - 9575: 7
8502 - 8935: 7
9626 - 6373: 7
5285 - 2284: 7
2662 - 4334: 7
7977 - 2321: 7
2869 - 8546: 7
6295 - 923: 7
1686 - 8214: 7
235 - 6717: 7
5747 - 5748: 7
700 - 4328: 7
1008 - 1147: 7
5923 - 4773: 7
735 - 3499: 7
5815 - 1916: 7
9593 - 6216: 7
3907 - 4457: 7
2598 - 2826: 7
9842 - 9841: 7
3115 - 3114: 7
9551 - 1740: 7
6728 - 1410: 7
6754 - 6753: 7
9768 - 9071: 7
7281 - 3198: 7
433 - 3547: 7
4687 - 8851: 7
4667 - 7859: 7
7192 - 1885: 7
6750 - 5295: 7
5576 - 5575: 7
1420 - 1141: 7
9872 - 7725: 7
5985 - 8273: 7
9135 - 3403: 7
4515 - 9414: 7
9226 - 9225: 7
2472 - 6126: 7
9548 - 5104: 7
8584 - 8583: 7
1930 - 6072: 7
9329 - 4697: 7
274 - 3026: 7
7839 - 7197: 7
5047 - 7750: 7
3826 - 3827: 7
7177 - 7332: 7
7483 - 2329: 7
1131 - 6508: 7
163 - 8163: 7
4126 - 381: 7
4461 - 6653: 7
9089 - 3002: 7
3763 - 5897: 7
1429 - 110: 7
75 - 76: 7
1863 - 1864: 7
8792 - 9897: 7
5889 - 2473: 7
509 - 9288: 7
8615 - 5461: 7
2941 - 5503: 7
14 - 4667: 7
7975 - 1350: 7
3697 - 9627: 7
7380 - 7379: 7
234 - 3184: 7
485 - 2055: 7
3861 - 1081: 7
5181 - 1395: 7
1707 - 691: 7
2288 - 207: 7
5201 - 5200: 7
5122 - 7053: 7
5224 - 5225: 7
4692 - 999: 7
2104 - 2103: 7
1666 - 1667: 7
544 - 9076: 7
2074 - 2075: 7
3896 - 4951: 7
8568 - 804: 7
8214 - 9915: 7
3507 - 3069: 7
6688 - 7126: 7
8762 - 8467: 7
2809 - 6468: 7
2102 - 2389: 7
8665 - 498: 7
8151 - 80: 7
5606 - 7603: 7
7526 - 4149: 7
6891 - 7998: 7
7581 - 8209: 7
1590 - 1589: 7
1936 - 4933: 7
3346 - 1997: 7
1639 - 8899: 7
2079 - 2078: 7
5082 - 5083: 7
2121 - 8933: 7
2077 - 2076: 7
5744 - 7157: 7
6288 - 7778: 7
127 - 128: 7
5825 - 5824: 7
979 - 3670: 7
4177 - 1654: 7
5292 - 5291: 7
5815 - 2478: 7
6430 - 6431: 7
5741 - 5999: 7
8984 - 4629: 7
3194 - 4016: 7
7602 - 7601: 7
875 - 7218: 7
987 - 3987: 7
1132 - 8345: 7
3373 - 6102: 7
1268 - 1269: 7
1806 - 1807: 7
5969 - 5970: 7
560 - 1406: 7
5970 - 5971: 7
5260 - 2853: 7
1094 - 7331: 7
1498 - 1499: 7
6418 - 594: 7
5998 - 1249: 7
2228 - 2624: 7
8085 - 7827: 7
9086 - 6899: 7
7864 - 7863: 7
1435 - 289: 7
5812 - 8678: 7
3776 - 715: 7
8430 - 7490: 7
993 - 159: 7
949 - 8683: 7
383 - 2193: 7
1043 - 7388: 7
6341 - 7920: 7
5042 - 7402: 7
9347 - 2607: 7
7587 - 7586: 7
1157 - 7257: 7
1291 - 1292: 7
8920 - 4441: 7
728 - 2744: 7
5648 - 4820: 7
1817 - 3619: 7
1711 - 1712: 7
6364 - 6365: 7
8457 - 3969: 7
7221 - 7220: 7
9313 - 8570: 7
8250 - 372: 7
6719 - 4735: 7
8153 - 8588: 7
7453 - 7454: 7
6965 - 6287: 7
9892 - 6220: 7
1916 - 1915: 7
6620 - 9034: 7
2511 - 6601: 7
9291 - 5221: 7
2641 - 2640: 7
9534 - 3548: 7
558 - 2450: 7
3906 - 2243: 7
1575 - 1430: 7
5986 - 998: 7
7813 - 8205: 7
4188 - 9653: 7
95 - 5911: 7
7947 - 6965: 7
8190 - 8408: 7
2888 - 971: 7
6019 - 6018: 7
4485 - 3905: 7
5990 - 5989: 7
2609 - 9924: 7
6849 - 7016: 7
4952 - 4953: 7
9564 - 5720: 7
2647 - 2264: 7
4302 - 2226: 7
4825 - 6104: 7
7953 - 5004: 7
3309 - 6171: 7
3593 - 1729: 7
7442 - 7441: 7
9063 - 850: 7
7980 - 6473: 7
5872 - 5873: 7
8662 - 2131: 7
1692 - 1693: 7
5996 - 9236: 7
6666 - 8100: 7
1795 - 7496: 8
4561 - 674: 8
775 - 3372: 8
3129 - 3130: 8
2309 - 6850: 8
6087 - 6086: 8
489 - 488: 8
6748 - 4658: 8
3337 - 3336: 8
3313 - 3312: 8
5840 - 843: 8
9346 - 8111: 8
9478 - 9479: 8
5857 - 2777: 8
4679 - 2179: 8
4322 - 2978: 8
8042 - 8043: 8
6511 - 600: 8
1693 - 8266: 8
8933 - 2868: 8
6752 - 75: 8
1411 - 3869: 8
1036 - 2121: 8
212 - 8803: 8
6496 - 240: 8
7710 - 3499: 8
6310 - 6311: 8
5027 - 5026: 8
7657 - 962: 8
5723 - 5724: 8
3898 - 8847: 8
4689 - 3498: 8
4174 - 6240: 8
8606 - 8605: 8
9513 - 6737: 8
4080 - 4081: 8
7575 - 7574: 8
6269 - 7359: 8
5681 - 1692: 8
6946 - 6947: 8
4556 - 6418: 8
1246 - 1247: 8
6859 - 1702: 8
1189 - 1188: 8
8437 - 4842: 8
7903 - 7902: 8
5492 - 5491: 8
9047 - 3217: 8
3125 - 4025: 8
5369 - 5368: 8
1637 - 632: 8
7532 - 7457: 8
4809 - 4810: 8
6258 - 6348: 8
3926 - 9596: 8
5734 - 1433: 8
911 - 5644: 8
7995 - 7994: 8
5195 - 9193: 8
5296 - 5319: 8
5066 - 9880: 8
146 - 1834: 8
5512 - 9407: 8
9032 - 1744: 8
5683 - 7127: 8
9350 - 4916: 8
8312 - 5985: 8
2372 - 2680: 8
4820 - 4819: 8
5055 - 5056: 8
4139 - 9703: 8
8668 - 8667: 8
891 - 6888: 8
3152 - 3151: 8
7921 - 1579: 8
63 - 973: 8
597 - 3771: 8
9672 - 7076: 8
5053 - 5052: 8
1161 - 7307: 8
7961 - 7960: 8
4210 - 4209: 8
2906 - 9612: 8
7938 - 8178: 8
4864 - 6374: 8
3719 - 3987: 8
8071 - 2759: 8
8755 - 8754: 8
7792 - 4161: 8
2408 - 795: 8
6883 - 6882: 8
1235 - 1236: 8
9401 - 8076: 8
3776 - 3487: 8
6820 - 1854: 8
7267 - 4154: 8
8175 - 6775: 8
19 - 1277: 8
2976 - 8254: 8
4408 - 3043: 8
184 - 8421: 8
5867 - 5866: 8
1206 - 3229: 8
6381 - 6380: 8
4771 - 4212: 8
5981 - 5980: 8
3387 - 6355: 8
7541 - 4826: 8
4384 - 8337: 8
1496 - 4935: 8
3671 - 3670: 8
2035 - 2034: 8
8732 - 9164: 8
9716 - 4326: 8
6210 - 4576: 8
6786 - 6787: 8
842 - 5427: 8
8867 - 7524: 8
425 - 5340: 8
4052 - 9350: 8
8576 - 7364: 8
7291 - 1605: 8
3852 - 2445: 8
6744 - 6745: 8
3464 - 2508: 8
7797 - 270: 8
988 - 2011: 8
3116 - 2120: 8
9793 - 4329: 8
9272 - 9273: 8
6789 - 9254: 8
7930 - 4901: 8
1175 - 3254: 8
5938 - 3423: 8
1921 - 2675: 8
3616 - 254: 8
3895 - 7650: 8
4083 - 923: 8
797 - 4616: 8
4293 - 214: 8
5491 - 1562: 8
9020 - 9021: 8
9276 - 2290: 8
6741 - 6740: 8
4011 - 6756: 8
5130 - 5288: 8
2876 - 2104: 8
3308 - 7800: 8
3753 - 8396: 8
268 - 269: 8
2036 - 3443: 8
9176 - 9177: 8
9687 - 3280: 8
3919 - 3789: 8
1843 - 8507: 8
8067 - 2855: 8
3811 - 3812: 8
342 - 9315: 8
1355 - 1354: 8
2507 - 5383: 8
1042 - 5468: 8
1260 - 6750: 8
2372 - 4364: 8
3926 - 5520: 8
9689 - 6362: 8
4951 - 7264: 8
5181 - 2813: 8
5166 - 5167: 8
3182 - 1719: 8
1969 - 2893: 8
592 - 593: 8
826 - 3140: 8
9878 - 9877: 8
3485 - 3030: 8
7362 - 9920: 8
9839 - 9349: 8
9887 - 9888: 8
6320 - 6453: 8
5686 - 1677: 8
4876 - 8583: 8
9549 - 3714: 8
1783 - 9646: 8
3659 - 7238: 8
5580 - 5581: 8
9641 - 5729: 8
5503 - 9940: 8
1897 - 2959: 8
7925 - 8452: 8
5302 - 71: 8
2130 - 2131: 8
7484 - 9425: 8
47 - 6426: 8
477 - 3222: 8
4008 - 4009: 8
536 - 4294: 8
1835 - 1834: 8
1230 - 5574: 8
1326 - 5388: 8
1480 - 7767: 8
1600 - 6130: 8
8822 - 7018: 8
3248 - 3388: 8
8041 - 9818: 8
9642 - 7717: 8
9796 - 9795: 8
1185 - 1828: 8
720 - 721: 8
3586 - 9447: 8
87 - 5735: 8
7395 - 8775: 8
7711 - 9663: 8
3463 - 4464: 8
3419 - 3418: 8
8712 - 8081: 8
1429 - 1430: 8
6364 - 63: 8
8502 - 815: 8
5854 - 7191: 8
4745 - 4744: 8
2376 - 1306: 8
7345 - 8511: 8
6068 - 6069: 8
4175 - 5107: 8
4040 - 2522: 8
1704 - 6969: 8
6664 - 6663: 8
1966 - 196: 8
5106 - 5105: 8
8235 - 8522: 8
6966 - 6444: 8
8408 - 7706: 8
1155 - 6992: 8
4371 - 9623: 8
8523 - 7200: 8
3939 - 191: 8
6099 - 4139: 8
2209 - 3518: 8
3547 - 3546: 8
9910 - 9911: 8
2682 - 6716: 8
3405 - 26: 8
5684 - 6727: 8
6780 - 2690: 8
4593 - 2379: 8
6686 - 6685: 8
8930 - 8929: 8
1428 - 5023: 8
5919 - 9733: 8
5160 - 1513: 8
4675 - 507: 8
2818 - 454: 8
5069 - 1666: 8
1933 - 4352: 8
238 - 7698: 8
1256 - 7600: 8
2384 - 1443: 8
7304 - 7303: 8
6693 - 3074: 8
5015 - 2048: 8
2296 - 1336: 8
1294 - 6205: 8
309 - 1929: 8
4596 - 4595: 8
1700 - 1854: 8
2136 - 1849: 8
8119 - 8118: 8
4138 - 6741: 8
500 - 7461: 8
5220 - 2891: 8
1815 - 2818: 8
9406 - 8645: 8
7851 - 6611: 8
7424 - 7425: 8
300 - 1514: 8
1543 - 3404: 8
5789 - 5790: 8
1502 - 8908: 8
1640 - 9452: 8
1584 - 1583: 8
2817 - 7167: 8
4785 - 2425: 8
5364 - 7152: 8
3955 - 1556: 8
5906 - 633: 8
6669 - 2337: 8
4747 - 8653: 8
1689 - 8193: 8
6370 - 937: 8
9514 - 5463: 8
8771 - 300: 8
7522 - 2381: 8
4954 - 6147: 8
6283 - 6284: 8
7803 - 8982: 8
7212 - 876: 8
604 - 892: 8
3579 - 5096: 8
4868 - 4867: 8
5283 - 8991: 8
7193 - 7192: 8
2614 - 2615: 8
2306 - 1242: 8
4965 - 4966: 8
3891 - 9248: 8
6494 - 4028: 8
1675 - 1676: 8
1736 - 74: 8
9640 - 9641: 8
5016 - 5017: 8
7580 - 6160: 8
9964 - 2510: 8
1921 - 3374: 8
1582 - 5005: 8
2119 - 3076: 8
1671 - 1672: 8
2462 - 2461: 8
5728 - 4870: 8
4410 - 4411: 8
9817 - 5817: 8
4413 - 4414: 8
1085 - 626: 8
2453 - 2452: 8
4485 - 9693: 8
2512 - 2513: 8
7935 - 9731: 8
5209 - 1896: 8
6312 - 9790: 8
7372 - 6763: 8
7439 - 7616: 8
5781 - 2148: 8
5614 - 9018: 8
2410 - 394: 8
9871 - 2066: 8
5771 - 6789: 8
4991 - 5775: 8
165 - 8997: 8
499 - 9932: 8
6606 - 1233: 8
3062 - 7435: 8
1311 - 7682: 8
3046 - 4284: 8
5065 - 7170: 8
4700 - 1420: 8
964 - 963: 8
3768 - 5535: 8
3708 - 8475: 8
1499 - 4890: 8
1054 - 4624: 8
3770 - 9006: 8
7980 - 6707: 8
2488 - 4793: 8
7823 - 4123: 8
8526 - 8527: 8
80 - 2461: 8
9396 - 6398: 8
8636 - 8316: 8
944 - 9001: 8
140 - 141: 8
225 - 332: 8
4901 - 4902: 8
2298 - 2633: 8
5592 - 295: 8
8505 - 773: 8
2803 - 8425: 8
5970 - 6624: 8
5823 - 5822: 8
2158 - 6601: 8
4808 - 4073: 8
7458 - 2657: 8
1256 - 3783: 8
2731 - 2730: 8
313 - 314: 8
616 - 6204: 8
2656 - 2655: 8
6930 - 8687: 8
9642 - 9641: 8
4639 - 9739: 8
5010 - 983: 8
437 - 7484: 8
8053 - 7228: 8
989 - 3014: 8
9502 - 9503: 8
1382 - 6529: 8
458 - 1978: 8
4662 - 4164: 8
4468 - 4467: 8
6744 - 9159: 8
1094 - 1093: 8
1530 - 4340: 8
8272 - 8273: 8
5809 - 5810: 8
9711 - 4174: 8
7773 - 1628: 8
298 - 1537: 8
8405 - 4171: 8
3199 - 5996: 8
7117 - 7118: 8
2742 - 4602: 8
62 - 6941: 8
8306 - 8449: 8
7219 - 7509: 8
8574 - 8575: 8
2676 - 2677: 8
6142 - 3997: 8
1927 - 1316: 8
2759 - 2729: 8
6180 - 8810: 8
5075 - 1941: 8
8875 - 8976: 8
1083 - 5723: 8
2423 - 2424: 8
3330 - 3060: 8
7815 - 4578: 8
1067 - 1068: 8
434 - 433: 8
6287 - 4717: 9
5957 - 2739: 9
4450 - 4449: 9
986 - 4094: 9
1852 - 1853: 9
890 - 9858: 9
4982 - 8206: 9
626 - 5134: 9
5534 - 5327: 9
7653 - 29: 9
3080 - 9117: 9
9677 - 7215: 9
2651 - 3656: 9
4036 - 4781: 9
8277 - 283: 9
7449 - 436: 9
3303 - 4598: 9
6827 - 4992: 9
7483 - 4268: 9
5734 - 9159: 9
3977 - 3976: 9
7695 - 7696: 9
8854 - 7480: 9
7387 - 4513: 9
889 - 2612: 9
8207 - 3709: 9
7590 - 4065: 9
7063 - 6345: 9
9030 - 2934: 9
4261 - 211: 9
9197 - 9196: 9
4378 - 4379: 9
6448 - 6449: 9
1168 - 1781: 9
4037 - 4038: 9
1279 - 9870: 9
1801 - 1818: 9
50 - 49: 9
7809 - 4481: 9
1527 - 1526: 9
9837 - 4417: 9
6153 - 3213: 9
4454 - 4453: 9
4589 - 3122: 9
8197 - 5228: 9
6319 - 6318: 9
8066 - 7536: 9
3277 - 1693: 9
8670 - 6737: 9
676 - 2358: 9
2722 - 9816: 9
5514 - 5935: 9
7734 - 1454: 9
7063 - 939: 9
9817 - 7654: 9
1331 - 6042: 9
987 - 9616: 9
3837 - 9887: 9
1048 - 868: 9
1964 - 9050: 9
5644 - 5645: 9
9573 - 9574: 9
9285 - 3511: 9
7602 - 4474: 9
4065 - 2506: 9
1490 - 6833: 9
3170 - 2427: 9
2675 - 2676: 9
2050 - 5534: 9
1023 - 6228: 9
1138 - 1137: 9
7153 - 5212: 9
6368 - 6367: 9
3423 - 7273: 9
4331 - 4332: 9
2524 - 4014: 9
9352 - 6496: 9
2296 - 5859: 9
7940 - 1815: 9
5556 - 957: 9
8719 - 5305: 9
2749 - 6795: 9
9212 - 3189: 9
6728 - 848: 9
3327 - 2324: 9
7774 - 858: 9
1415 - 1414: 9
3636 - 3175: 9
5519 - 5518: 9
987 - 988: 9
4499 - 7550: 9
4278 - 8483: 9
7666 - 7667: 9
4907 - 1966: 9
1759 - 9237: 9
7808 - 5785: 9
78 - 77: 9
384 - 383: 9
5602 - 8296: 9
6213 - 6214: 9
2919 - 1129: 9
4419 - 5969: 9
3382 - 4278: 9
2238 - 5630: 9
1640 - 1842: 9
3459 - 3190: 9
2402 - 8108: 9
1231 - 644: 9
103 - 8210: 9
3328 - 2259: 9
3228 - 884: 9
7344 - 7343: 9
5304 - 5920: 9
8884 - 101: 9
8495 - 2905: 9
3416 - 8650: 9
5649 - 3181: 9
9379 - 1459: 9
6941 - 2613: 9
2113 - 3886: 9
2722 - 8862: 9
5432 - 9161: 9
6729 - 45: 9
9578 - 4969: 9
7452 - 7453: 9
4610 - 4804: 9
3631 - 3632: 9
2373 - 4303: 9
7543 - 117: 9
4996 - 7528: 9
4512 - 2228: 9
4981 - 8867: 9
2092 - 8927: 9
3244 - 6365: 9
7713 - 2567: 9
1023 - 9761: 9
8296 - 8297: 9
8881 - 8184: 9
2885 - 8923: 9
2023 - 2022: 9
3680 - 9260: 9
5595 - 5594: 9
2117 - 4888: 9
1974 - 4871: 9
7967 - 404: 9
6226 - 7126: 9
3702 - 3701: 9
1525 - 1186: 9
7097 - 7098: 9
1433 - 8900: 9
5541 - 5542: 9
7736 - 3433: 9
6830 - 703: 9
9209 - 6891: 9
6826 - 2936: 9
6324 - 7483: 9
4639 - 4638: 9
9063 - 1904: 9
9814 - 4300: 9
1681 - 1383: 9
8388 - 5917: 9
4389 - 4390: 9
5069 - 3378: 9
5215 - 2422: 9
7107 - 4645: 9
958 - 5768: 9
5895 - 7337: 9
530 - 6005: 9
5949 - 9183: 9
3839 - 9257: 9
5123 - 2701: 9
6448 - 1174: 9
9279 - 9278: 9
8754 - 8783: 9
1866 - 1865: 9
8916 - 8917: 9
6288 - 7208: 9
3927 - 2822: 9
5265 - 5266: 9
417 - 9606: 9
7412 - 9438: 9
6962 - 3563: 9
8105 - 7752: 9
1315 - 2397: 9
5455 - 642: 9
6966 - 7687: 9
7373 - 2222: 9
8996 - 6942: 9
1589 - 1588: 9
1141 - 8896: 9
9745 - 3048: 9
545 - 9442: 9
415 - 63: 9
8634 - 2531: 9
1587 - 1586: 9
4649 - 1561: 9
298 - 1340: 9
1111 - 1110: 9
3951 - 3950: 9
8930 - 8931: 9
3433 - 9252: 9
2230 - 6428: 9
4196 - 5837: 9
4796 - 8491: 9
4756 - 9570: 9
8233 - 9846: 9
5210 - 6571: 9
2040 - 1480: 9
4252 - 4251: 9
5687 - 5688: 9
9002 - 4508: 9
3188 - 5228: 9
9263 - 686: 9
3614 - 7348: 9
9297 - 4617: 9
2497 - 4214: 9
3248 - 1282: 9
9748 - 9749: 9
1788 - 5651: 9
8998 - 6613: 9
5329 - 5330: 9
6235 - 6234: 9
1309 - 834: 9
5414 - 1304: 9
6819 - 1127: 9
9520 - 9521: 9
6963 - 4168: 9
4139 - 4138: 9
9527 - 7681: 9
3255 - 3256: 9
8736 - 8735: 9
2718 - 3134: 9
2559 - 7762: 9
8809 - 3065: 9
9430 - 9429: 9
8333 - 3478: 9
3979 - 5565: 9
5690 - 8997: 9
8421 - 2622: 9
7619 - 8719: 9
263 - 3295: 9
3173 - 378: 9
5883 - 5884: 9
1436 - 1437: 9
6380 - 2851: 9
3652 - 9168: 9
4186 - 4238: 9
9054 - 1104: 9
8784 - 2109: 9
2028 - 4986: 9
9938 - 8154: 9
441 - 8311: 9
4861 - 4548: 9
3174 - 5999: 9
8425 - 836: 9
9775 - 951: 9
3195 - 4427: 9
8052 - 9001: 9
767 - 2193: 9
1715 - 3767: 9
1095 - 9327: 9
5240 - 6773: 9
4628 - 3750: 9
9069 - 1443: 9
1644 - 5325: 9
2267 - 2266: 9
9139 - 2923: 9
8888 - 5988: 9
8601 - 9586: 9
9712 - 7196: 9
8199 - 1687: 9
6215 - 1631: 9
4002 - 7790: 9
9781 - 8895: 9
8892 - 299: 9
4203 - 8764: 9
4383 - 1850: 9
3483 - 6269: 9
4284 - 4285: 9
6984 - 6985: 9
9968 - 8477: 9
8225 - 4585: 9
4161 - 4160: 9
5219 - 2748: 9
1415 - 5954: 9
6560 - 6016: 9
8084 - 8083: 9
6339 - 6338: 9
4331 - 2084: 9
6795 - 336: 9
9395 - 3311: 9
9615 - 5876: 9
573 - 7091: 9
6629 - 8920: 9
8030 - 8095: 9
9469 - 9468: 9
7548 - 6750: 9
6177 - 1622: 9
6943 - 9746: 9
4202 - 4201: 9
4004 - 2209: 9
7493 - 7492: 9
7579 - 9382: 9
7035 - 476: 9
3098 - 4799: 9
6299 - 7693: 9
6678 - 310: 9
9387 - 3475: 9
8545 - 8546: 9
1727 - 1726: 9
8731 - 8730: 9
3877 - 7246: 9
2759 - 1177: 9
6189 - 7453: 9
674 - 7872: 9
7749 - 6847: 9
1514 - 3899: 9
4807 - 4806: 9
2302 - 3182: 9
1972 - 5776: 9
4546 - 992: 9
3138 - 1144: 9
2932 - 2931: 9
9663 - 5463: 9
8044 - 8045: 9
9979 - 6976: 9
1358 - 719: 9
54 - 5265: 9
2711 - 4124: 9
8887 - 5629: 9
4411 - 5791: 9
7772 - 3133: 9
9120 - 9487: 9
7410 - 1581: 9
7793 - 8153: 9
5527 - 4173: 9
8505 - 6126: 9
1493 - 1492: 9
4251 - 3351: 9
9727 - 3507: 9
5181 - 544: 9
1654 - 7120: 9
5720 - 5719: 9
2012 - 7013: 9
3365 - 4182: 9
5788 - 1785: 9
6295 - 3586: 9
4357 - 3485: 9
6644 - 6645: 9
3385 - 3386: 9
1403 - 9226: 9
8623 - 8622: 9
4497 - 232: 9
3068 - 3069: 9
3106 - 8185: 9
922 - 2429: 9
6108 - 7551: 9
2401 - 7421: 9
5570 - 991: 9
3400 - 3401: 9
1519 - 7701: 9
4032 - 3876: 9
627 - 4467: 9
1600 - 5378: 9
5027 - 5028: 9
3969 - 9987: 9
3469 - 1912: 9
3709 - 9940: 9
233 - 232: 9
5318 - 9211: 9
8803 - 1206: 9
7173 - 6409: 9
6234 - 905: 9
8584 - 329: 9
6864 - 7199: 9
2500 - 2501: 9
3857 - 1906: 9
7005 - 7004: 9
2407 - 4656: 9
8922 - 1501: 9
1284 - 8150: 9
7612 - 5957: 9
2372 - 2373: 9
2023 - 3897: 9
403 - 404: 9
7255 - 7254: 9
1353 - 7452: 9
5681 - 2555: 9
4303 - 4402: 9
6667 - 9591: 9
174 - 6267: 9
8592 - 8593: 9
4176 - 8687: 9
7942 - 7941: 9
2627 - 7427: 9
7907 - 5340: 9
9991 - 5943: 9
944 - 8489: 9
9605 - 2180: 9
8248 - 1907: 9
4715 - 1154: 9
4032 - 4033: 9
3449 - 7791: 9
3817 - 8130: 9
1244 - 1243: 9
7915 - 7914: 9
6882 - 2308: 9
875 - 8713: 9
4309 - 9571: 9
3763 - 6496: 9
8794 - 8793: 9
3428 - 3427: 9
129 - 7038: 9
6994 - 4558: 9
1480 - 2533: 9
5165 - 9446: 10
9945 - 4715: 10
9476 - 9477: 10
3893 - 3627: 10
4108 - 2268: 10
8725 - 8229: 10
8046 - 2286: 10
8966 - 4366: 10
6803 - 6802: 10
1569 - 1568: 10
588 - 589: 10
8017 - 6161: 10
6282 - 3713: 10
3243 - 7727: 10
9211 - 6013: 10
9345 - 9344: 10
2146 - 6075: 10
2418 - 3988: 10
83 - 359: 10
4702 - 9042: 10
6469 - 1797: 10
8230 - 8522: 10
9273 - 8030: 10
474 - 82: 10
4251 - 4250: 10
1372 - 1373: 10
9659 - 9660: 10
166 - 3364: 10
4020 - 1597: 10
1732 - 9255: 10
9712 - 3242: 10
2652 - 5916: 10
4401 - 9358: 10
6145 - 9261: 10
3864 - 2012: 10
5635 - 9547: 10
4998 - 7688: 10
6506 - 831: 10
4643 - 5275: 10
3946 - 836: 10
9183 - 7545: 10
7993 - 4475: 10
2588 - 7787: 10
7425 - 9207: 10
2162 - 9664: 10
5791 - 7561: 10
1251 - 6077: 10
3973 - 3974: 10
9554 - 9555: 10
3767 - 8020: 10
202 - 4184: 10
6957 - 4568: 10
1238 - 2277: 10
9564 - 9565: 10
8456 - 8390: 10
4076 - 4075: 10
8410 - 1412: 10
6672 - 6671: 10
9578 - 9577: 10
3899 - 1190: 10
1615 - 6835: 10
1413 - 8676: 10
4314 - 5848: 10
2137 - 9931: 10
58 - 6687: 10
6262 - 6261: 10
5341 - 5871: 10
4565 - 4566: 10
1028 - 6282: 10
1509 - 1508: 10
7836 - 1099: 10
6918 - 3916: 10
700 - 1916: 10
7060 - 200: 10
3891 - 2777: 10
1047 - 4648: 10
182 - 5164: 10
3904 - 244: 10
295 - 294: 10
2327 - 4321: 10
5059 - 3499: 10
6496 - 9095: 10
4068 - 5742: 10
9776 - 9777: 10
5975 - 6476: 10
9379 - 9378: 10
6271 - 3208: 10
9306 - 9307: 10
4066 - 4065: 10
1246 - 9808: 10
4717 - 8313: 10
198 - 1934: 10
9808 - 165: 10
6814 - 6727: 10
7197 - 7646: 10
5782 - 9106: 10
9457 - 6226: 10
3878 - 9776: 10
3788 - 890: 10
1381 - 8008: 10
4102 - 1666: 10
9199 - 7682: 10
9519 - 9520: 10
4441 - 5145: 10
5835 - 6128: 10
3549 - 1306: 10
4093 - 361: 10
6094 - 5519: 10
7806 - 2587: 10
4617 - 5173: 10
240 - 2421: 10
9660 - 2103: 10
4175 - 4174: 10
1402 - 2126: 10
7705 - 1237: 10
2771 - 5907: 10
9226 - 9227: 10
6525 - 4587: 10
4500 - 6907: 10
3956 - 3406: 10
6274 - 6427: 10
3928 - 3929: 10
5601 - 9575: 10
8056 - 1744: 10
1664 - 1663: 10
6200 - 5971: 10
8057 - 7405: 10
8891 - 6185: 10
2145 - 7079: 10
3939 - 3940: 10
9749 - 9750: 10
3091 - 7460: 10
5494 - 5495: 10
3435 - 704: 10
6866 - 5395: 10
2198 - 6268: 10
5534 - 3527: 10
1138 - 8609: 10
7483 - 3551: 10
6612 - 6613: 10
2781 - 30: 10
8706 - 7637: 10
7274 - 5807: 10
2169 - 1484: 10
2545 - 4396: 10
9217 - 3363: 10
409 - 2034: 10
4745 - 4746: 10
2334 - 4045: 10
7897 - 9704: 10
5107 - 5106: 10
5908 - 5907: 10
8676 - 5336: 10
749 - 3010: 10
7055 - 9086: 10
3167 - 2687: 10
9401 - 6138: 10
3625 - 5177: 10
174 - 9480: 10
8616 - 3162: 10
1532 - 7600: 10
2270 - 6874: 10
6493 - 6979: 10
932 - 931: 10
2502 - 7898: 10
5024 - 5060: 10
3253 - 1320: 10
5010 - 113: 10
2259 - 7878: 10
7925 - 9809: 10
7377 - 5256: 10
8374 - 8305: 10
5906 - 5905: 10
2961 - 2962: 10
1645 - 6077: 10
2468 - 2467: 10
238 - 8911: 10
6283 - 7658: 10
2983 - 2984: 10
6295 - 6294: 10
8423 - 1917: 10
650 - 952: 10
1236 - 4188: 10
7814 - 5349: 10
5352 - 3161: 10
7055 - 4305: 10
4399 - 2688: 10
6127 - 170: 10
983 - 982: 10
6470 - 6469: 10
6142 - 9841: 10
6761 - 7899: 10
7474 - 6766: 10
7109 - 8338: 10
8470 - 9729: 10
5757 - 1999: 10
5369 - 4644: 10
5760 - 9212: 10
4287 - 908: 10
1274 - 3902: 10
3147 - 911: 10
7519 - 1452: 10
8881 - 8882: 10
7072 - 8312: 10
5965 - 5115: 10
3953 - 4734: 10
7842 - 7843: 10
3497 - 3496: 10
7237 - 2270: 10
1650 - 7622: 10
3056 - 3741: 10
6947 - 2893: 10
2105 - 2106: 10
4984 - 4985: 10
160 - 6528: 10
3537 - 6132: 10
7881 - 7882: 10
5891 - 8286: 10
9094 - 5148: 10
9496 - 992: 10
8743 - 3298: 10
1335 - 1099: 10
3215 - 1373: 10
2460 - 7767: 10
8761 - 5254: 10
9838 - 7628: 10
9165 - 8424: 10
7823 - 7910: 10
4880 - 4228: 10
3330 - 8676: 10
3130 - 3131: 10
2877 - 6763: 10
6057 - 9821: 10
8756 - 8757: 10
221 - 220: 10
