Arestas na MST:
9022 - 9023: 7
1863 - 1864: 7
3114 - 3115: 7
7859 - 4667: 7
1997 - 3346: 7
5890 - 5926: 7
6287 - 6965: 7
3689 - 3690: 7
8683 - 949: 7
9135 - 3403: 7
5713 - 5714: 7
4423 - 4424: 7
3412 - 7710: 7
6473 - 7980: 7
8683 - 9837: 7
5260 - 2853: 7
3781 - 3628: 7
3634 - 3635: 7
14 - 4667: 7
2336 - 2961: 7
2329 - 7483: 7
9414 - 4515: 7
9071 - 9768: 7
5200 - 5201: 7
6232 - 323: 7
3515 - 4047: 7
9334 - 2477: 7
9895 - 9896: 7
1817 - 3619: 7
8365 - 8366: 7
2228 - 2624: 7
3779 - 3807: 7
4990 - 3023: 7
6681 - 7729: 7
5295 - 6750: 7
2255 - 5634: 7
9291 - 5221: 7
3979 - 3980: 7
5815 - 2478: 7
6018 - 6019: 7
3709 - 3196: 7
1196 - 7637: 7
9358 - 5424: 7
3517 - 4388: 7
4104 - 4105: 7
6982 - 6983: 7
7998 - 6891: 7
8583 - 8584: 7
2928 - 1940: 7
2165 - 7269: 7
8878 - 6577: 7
1214 - 8857: 7
9779 - 279: 7
4188 - 4189: 7
8662 - 2131: 7
6360 - 9328: 7
4952 - 4953: 7
6296 - 9272: 7
2888 - 971: 7
6873 - 6874: 7
6874 - 6875: 7
948 - 1540: 7
290 - 6003: 7
9653 - 4188: 7
8309 - 8310: 7
5889 - 2473: 7
1916 - 5815: 7
881 - 9507: 7
5573 - 2831: 7
3927 - 519: 7
3547 - 433: 7
2438 - 7326: 7
315 - 6760: 7
1711 - 1712: 7
5503 - 2941: 7
9141 - 5605: 7
1589 - 1590: 7
5189 - 4819: 7
2447 - 3495: 7
4724 - 4725: 7
8569 - 8570: 7
127 - 128: 7
5989 - 5990: 7
8568 - 804: 7
5365 - 5366: 7
8250 - 372: 7
5245 - 795: 7
4187 - 4188: 7
7453 - 7454: 7
6601 - 2511: 7
3291 - 3292: 7
544 - 9076: 7
3309 - 6171: 7
3186 - 5073: 7
998 - 5986: 7
728 - 2744: 7
3412 - 4791: 7
6216 - 9593: 7
95 - 5911: 7
1692 - 1693: 7
7230 - 4772: 7
7257 - 1157: 7
8856 - 7878: 7
7991 - 5421: 7
2009 - 40: 7
159 - 993: 7
4349 - 2486: 7
2121 - 8933: 7
6072 - 1930: 7
3957 - 1494: 7
6126 - 2472: 7
2543 - 5511: 7
1268 - 1269: 7
4057 - 4058: 7
2243 - 3906: 7
2057 - 2182: 7
5923 - 4773: 7
7586 - 7587: 7
245 - 246: 7
4825 - 6104: 7
8570 - 9313: 7
4906 - 4907: 7
2049 - 5692: 7
52 - 999: 7
9817 - 4935: 7
2967 - 5576: 7
235 - 1877: 7
9626 - 5026: 7
3198 - 7281: 7
3780 - 1682: 7
8851 - 4687: 7
4149 - 168: 7
7582 - 9437: 7
2450 - 558: 7
6803 - 3572: 7
1291 - 1292: 7
9393 - 9394: 7
9309 - 3182: 7
132 - 1552: 7
105 - 868: 7
7046 - 2255: 7
1666 - 1667: 7
4951 - 3896: 7
4485 - 3905: 7
9872 - 7725: 7
6656 - 6526: 7
2564 - 7569: 7
8214 - 9915: 7
2103 - 2104: 7
3367 - 3177: 7
4369 - 4370: 7
4190 - 7842: 7
5289 - 3707: 7
2718 - 7754: 7
7648 - 4976: 7
9225 - 9226: 7
3411 - 6540: 7
4697 - 9329: 7
4217 - 8218: 7
6885 - 6886: 7
2226 - 4302: 7
8761 - 4816: 7
2314 - 9152: 7
3507 - 3069: 7
8339 - 5092: 7
9081 - 8834: 7
387 - 7852: 7
7839 - 7197: 7
7192 - 1885: 7
9364 - 4933: 7
560 - 1406: 7
6147 - 7064: 7
1147 - 1008: 7
9086 - 6899: 7
2662 - 4334: 7
7601 - 7602: 7
6876 - 1535: 7
7975 - 1350: 7
7578 - 390: 7
7379 - 7380: 7
4735 - 6719: 7
1094 - 7331: 7
4126 - 381: 7
987 - 3987: 7
1155 - 4849: 7
6052 - 2501: 7
8899 - 1639: 7
7813 - 8205: 7
8153 - 8588: 7
9804 - 9805: 7
8097 - 9472: 7
8345 - 1132: 7
7332 - 7177: 7
1654 - 4177: 7
5026 - 2796: 7
7949 - 6692: 7
1420 - 1141: 7
8010 - 6405: 7
6330 - 6380: 7
816 - 817: 7
4933 - 1936: 7
1686 - 8214: 7
9801 - 9802: 7
7924 - 9292: 7
3847 - 1439: 7
5970 - 5971: 7
735 - 3499: 7
5969 - 5970: 7
1096 - 3215: 7
8762 - 8467: 7
7778 - 6288: 7
9548 - 5104: 7
4355 - 6864: 7
6846 - 6847: 7
8273 - 5985: 7
8786 - 5546: 7
9655 - 2719: 7
5801 - 5234: 7
2478 - 1263: 7
5996 - 9236: 7
8818 - 7287: 7
5076 - 1859: 7
9564 - 5720: 7
5899 - 322: 7
875 - 7218: 7
9068 - 9069: 7
295 - 5139: 7
3901 - 4858: 7
1740 - 9551: 7
8523 - 7200: 8
6205 - 1294: 8
9006 - 3770: 8
6750 - 1260: 8
1042 - 5468: 8
8976 - 8875: 8
477 - 3222: 8
7212 - 876: 8
1719 - 3182: 8
9478 - 9479: 8
7657 - 962: 8
9641 - 5729: 8
6740 - 6741: 8
6748 - 4658: 8
2978 - 4322: 8
6966 - 6444: 8
5817 - 9817: 8
9693 - 4485: 8
5735 - 87: 8
2337 - 6669: 8
795 - 2408: 8
4809 - 4810: 8
6850 - 2309: 8
9406 - 8645: 8
2818 - 1815: 8
9502 - 9503: 8
2121 - 1036: 8
6663 - 6664: 8
5681 - 1692: 8
3869 - 1411: 8
2306 - 1242: 8
9877 - 9878: 8
2445 - 3852: 8
8071 - 2759: 8
4593 - 2379: 8
488 - 489: 8
8803 - 212: 8
9452 - 1640: 8
8908 - 1502: 8
7851 - 6611: 8
7574 - 7575: 8
5160 - 1513: 8
9910 - 9911: 8
1235 - 1236: 8
6888 - 891: 8
4467 - 4468: 8
225 - 332: 8
5574 - 1230: 8
3423 - 5938: 8
7345 - 8511: 8
826 - 3140: 8
63 - 973: 8
7303 - 7304: 8
6744 - 6745: 8
1795 - 7496: 8
8235 - 8522: 8
7219 - 7509: 8
5840 - 843: 8
6946 - 6947: 8
1700 - 1854: 8
5491 - 1562: 8
9790 - 6312: 8
3418 - 3419: 8
7458 - 2657: 8
2891 - 5220: 8
6624 - 5970: 8
9193 - 5195: 8
7706 - 8408: 8
1834 - 1835: 8
7291 - 1605: 8
3129 - 3130: 8
9887 - 9888: 8
4700 - 1420: 8
3768 - 5535: 8
7815 - 4578: 8
165 - 8997: 8
1583 - 1584: 8
7717 - 9642: 8
1499 - 4890: 8
1543 - 3404: 8
7424 - 7425: 8
5686 - 1677: 8
2410 - 394: 8
5512 - 9407: 8
9731 - 7935: 8
8306 - 8449: 8
2296 - 1336: 8
7616 - 7439: 8
9839 - 9349: 8
5919 - 9733: 8
140 - 141: 8
1600 - 6130: 8
3939 - 191: 8
8929 - 8930: 8
7823 - 4123: 8
47 - 6426: 8
6606 - 1233: 8
4624 - 1054: 8
2148 - 5781: 8
9350 - 4052: 8
2817 - 7167: 8
4991 - 5775: 8
8712 - 8081: 8
2209 - 3518: 8
7307 - 1161: 8
2381 - 7522: 8
1921 - 2675: 8
8076 - 9401: 8
6398 - 9396: 8
75 - 6752: 8
5857 - 2777: 8
720 - 721: 8
1382 - 6529: 8
1311 - 7682: 8
1941 - 5075: 8
4870 - 5728: 8
4951 - 7264: 8
3151 - 3152: 8
7925 - 8452: 8
5340 - 425: 8
3546 - 3547: 8
674 - 4561: 8
3372 - 775: 8
5580 - 5581: 8
6685 - 6686: 8
9623 - 4371: 8
1582 - 5005: 8
4209 - 4210: 8
9871 - 2066: 8
500 - 7461: 8
1671 - 1672: 8
1704 - 6969: 8
62 - 6941: 8
9549 - 3714: 8
3336 - 3337: 8
3387 - 6355: 8
5368 - 5369: 8
3199 - 5996: 8
1188 - 1189: 8
3771 - 597: 8
7484 - 9425: 8
309 - 1929: 8
3312 - 3313: 8
9514 - 5463: 8
1579 - 7921: 8
5065 - 7170: 8
4639 - 9739: 8
9932 - 499: 8
6789 - 5771: 8
4138 - 6741: 8
2893 - 1969: 8
9248 - 3891: 8
270 - 7797: 8
1155 - 6992: 8
9689 - 6362: 8
4819 - 4820: 8
9612 - 2906: 8
1675 - 1676: 8
5096 - 3579: 8
6737 - 9513: 8
3443 - 2036: 8
5491 - 5492: 8
1256 - 7600: 8
4595 - 4596: 8
4954 - 6147: 8
7711 - 9663: 8
1175 - 3254: 8
1514 - 300: 8
2423 - 2424: 8
4935 - 1496: 8
8178 - 7938: 8
507 - 4675: 8
7359 - 6269: 8
6756 - 4011: 8
7117 - 7118: 8
1921 - 3374: 8
2676 - 2677: 8
8847 - 3898: 8
2682 - 6716: 8
8526 - 8527: 8
4965 - 4966: 8
8867 - 7524: 8
5055 - 5056: 8
7484 - 437: 8
5866 - 5867: 8
7580 - 6160: 8
313 - 314: 8
1744 - 9032: 8
1783 - 9646: 8
4662 - 4164: 8
9641 - 9642: 8
9640 - 9641: 8
6310 - 6311: 8
8687 - 6930: 8
5015 - 2048: 8
2290 - 9276: 8
2655 - 2656: 8
3811 - 3812: 8
1067 - 1068: 8
1433 - 5734: 8
5069 - 1666: 8
4744 - 4745: 8
4916 - 9350: 8
6210 - 4576: 8
2730 - 2731: 8
8583 - 4876: 8
8118 - 8119: 8
1933 - 4352: 8
6068 - 6069: 8
8822 - 7018: 8
6882 - 6883: 8
454 - 2818: 8
1206 - 3229: 8
1093 - 1094: 8
7803 - 8982: 8
3217 - 9047: 8
626 - 1085: 8
8337 - 4384: 8
5296 - 5319: 8
592 - 593: 8
5288 - 5130: 8
458 - 1978: 8
4008 - 4009: 8
9940 - 5503: 8
4329 - 9793: 8
2510 - 9964: 8
8272 - 8273: 8
7228 - 8053: 8
2959 - 1897: 8
5822 - 5823: 8
4408 - 3043: 8
5181 - 2813: 8
3308 - 7800: 8
1256 - 3783: 8
8667 - 8668: 8
1966 - 196: 8
9818 - 8041: 8
4679 - 2179: 8
6204 - 616: 8
7650 - 3895: 8
9795 - 9796: 8
2425 - 4785: 8
5026 - 5027: 8
2855 - 8067: 8
8502 - 815: 8
5364 - 7152: 8
6283 - 6284: 8
4293 - 214: 8
342 - 9315: 8
7994 - 7995: 8
3014 - 989: 8
3280 - 9687: 8
2512 - 2513: 8
4867 - 4868: 8
2372 - 4364: 8
5980 - 5981: 8
2803 - 8425: 8
1354 - 1355: 8
7792 - 4161: 8
6348 - 6258: 8
7710 - 3499: 8
5016 - 5017: 8
1277 - 19: 8
8505 - 773: 8
923 - 4083: 8
4175 - 5107: 8
7960 - 7961: 8
268 - 269: 8
3060 - 3330: 8
2384 - 1443: 8
1556 - 3955: 8
2452 - 2453: 8
6180 - 8810: 8
2614 - 2615: 8
8421 - 184: 8
2158 - 6601: 8
5052 - 5053: 8
8266 - 1693: 8
4826 - 7541: 8
4413 - 4414: 8
1834 - 146: 8
4139 - 6099: 8
63 - 6364: 8
2130 - 2131: 8
8574 - 8575: 8
1702 - 6859: 8
4793 - 2488: 8
8475 - 3708: 8
2376 - 1306: 8
4410 - 4411: 8
8175 - 6775: 8
5809 - 5810: 8
536 - 4294: 8
7532 - 7457: 8
5854 - 7191: 8
2461 - 2462: 8
5644 - 911: 8
5209 - 1896: 8
295 - 5592: 8
633 - 5906: 8
5383 - 2507: 8
6453 - 6320: 8
300 - 8771: 8
5723 - 5724: 8
7902 - 7903: 8
944 - 9001: 8
8991 - 5283: 8
1316 - 1927: 8
8605 - 8606: 8
5427 - 842: 8
6727 - 5684: 8
8316 - 8636: 8
254 - 3616: 8
9672 - 7076: 8
2119 - 3076: 8
9711 - 4174: 8
5023 - 1428: 8
5166 - 5167: 8
2876 - 2104: 8
3405 - 26: 8
6380 - 6381: 8
4171 - 8405: 8
7372 - 6763: 8
1429 - 1430: 8
1828 - 1185: 8
4901 - 4902: 8
2690 - 6780: 8
632 - 1637: 8
3659 - 7238: 8
7395 - 8775: 8
9716 - 4326: 8
2729 - 2759: 8
2120 - 3116: 8
8193 - 1689: 8
3586 - 9447: 8
3670 - 3671: 8
8653 - 4747: 8
80 - 2461: 8
3248 - 3388: 8
1083 - 5723: 8
6418 - 4556: 8
4028 - 6494: 8
7127 - 5683: 8
298 - 1537: 8
963 - 964: 8
1854 - 6820: 8
6707 - 7980: 8
2298 - 2633: 8
1628 - 7773: 8
3062 - 7435: 8
937 - 6370: 8
7767 - 1480: 8
3464 - 2508: 8
983 - 5010: 8
4602 - 2742: 8
4080 - 4081: 8
988 - 2011: 8
3485 - 3030: 8
9018 - 5614: 8
4771 - 4212: 8
5520 - 3926: 8
3719 - 3987: 8
7267 - 4154: 8
4340 - 1530: 8
9272 - 9273: 8
8042 - 8043: 8
6086 - 6087: 8
9346 - 8111: 8
4808 - 4073: 8
3926 - 9596: 8
4040 - 2522: 8
2868 - 8933: 8
6789 - 9254: 8
8312 - 5985: 8
6511 - 600: 8
6693 - 3074: 8
8254 - 2976: 8
9880 - 5066: 8
4842 - 8437: 8
4689 - 3498: 8
9164 - 8732: 8
3919 - 3789: 8
6786 - 6787: 8
433 - 434: 8
7698 - 238: 8
5105 - 5106: 8
74 - 1736: 8
9176 - 9177: 8
2034 - 2035: 8
1326 - 5388: 8
8507 - 1843: 8
5789 - 5790: 8
1849 - 2136: 8
71 - 5302: 8
9703 - 4139: 8
9020 - 9021: 8
604 - 892: 8
1246 - 1247: 8
6496 - 240: 8
3463 - 4464: 8
8396 - 3753: 8
3046 - 4284: 8
8754 - 8755: 8
4901 - 7930: 8
4174 - 6240: 8
4864 - 6374: 8
4616 - 797: 8
4025 - 3125: 8
9920 - 7362: 8
6744 - 9159: 8
3997 - 6142: 8
3776 - 3487: 8
8576 - 7364: 8
7192 - 7193: 8
2680 - 2372: 8
9327 - 1095: 9
2028 - 4986: 9
8150 - 1284: 9
2238 - 5630: 9
7736 - 3433: 9
3400 - 3401: 9
4037 - 4038: 9
8296 - 8297: 9
3228 - 884: 9
2885 - 8923: 9
939 - 7063: 9
1104 - 9054: 9
49 - 50: 9
8719 - 7619: 9
1588 - 1589: 9
5649 - 3181: 9
9209 - 6891: 9
3950 - 3951: 9
957 - 5556: 9
3190 - 3459: 9
4032 - 4033: 9
5565 - 3979: 9
8425 - 836: 9
9063 - 1904: 9
3138 - 1144: 9
5305 - 8719: 9
2497 - 4214: 9
2622 - 8421: 9
3351 - 4251: 9
7590 - 4065: 9
3976 - 3977: 9
8233 - 9846: 9
8153 - 7793: 9
9527 - 7681: 9
7492 - 7493: 9
4861 - 4548: 9
5690 - 8997: 9
4309 - 9571: 9
3427 - 3428: 9
719 - 1358: 9
8505 - 6126: 9
7695 - 7696: 9
8634 - 2531: 9
905 - 6234: 9
5988 - 8888: 9
9252 - 3433: 9
2324 - 3327: 9
9429 - 9430: 9
2701 - 5123: 9
5876 - 9615: 9
9727 - 3507: 9
1850 - 4383: 9
1561 - 4649: 9
5534 - 2050: 9
1526 - 1527: 9
9468 - 9469: 9
3248 - 1282: 9
9278 - 9279: 9
1414 - 1415: 9
7483 - 6324: 9
8930 - 8931: 9
4138 - 4139: 9
8483 - 4278: 9
1759 - 9237: 9
2259 - 3328: 9
5265 - 5266: 9
889 - 2612: 9
4996 - 7528: 9
4585 - 8225: 9
7348 - 3614: 9
8185 - 3106: 9
3365 - 4182: 9
1492 - 1493: 9
4268 - 7483: 9
232 - 4497: 9
4160 - 4161: 9
6864 - 7199: 9
5181 - 544: 9
1383 - 1681: 9
4176 - 8687: 9
9781 - 8895: 9
1243 - 1244: 9
6177 - 1622: 9
2422 - 5215: 9
7772 - 3133: 9
3511 - 9285: 9
7762 - 2559: 9
4124 - 2711: 9
5325 - 1644: 9
3701 - 3702: 9
5327 - 5534: 9
8477 - 9968: 9
6750 - 7548: 9
3631 - 3632: 9
5895 - 7337: 9
2358 - 676: 9
1436 - 1437: 9
8206 - 4982: 9
8105 - 7752: 9
8892 - 299: 9
7343 - 7344: 9
1501 - 8922: 9
4907 - 1966: 9
3175 - 3636: 9
4598 - 3303: 9
4715 - 1154: 9
2567 - 7713: 9
7666 - 7667: 9
4238 - 4186: 9
4419 - 5969: 9
5943 - 9991: 9
992 - 4546: 9
8489 - 944: 9
3969 - 9987: 9
4804 - 4610: 9
7153 - 5212: 9
6409 - 7173: 9
2113 - 3886: 9
674 - 7872: 9
9677 - 7215: 9
5027 - 5028: 9
703 - 6830: 9
5602 - 8296: 9
6299 - 7693: 9
5329 - 5330: 9
7749 - 6847: 9
6962 - 3563: 9
1177 - 2759: 9
101 - 8884: 9
1815 - 7940: 9
5514 - 5935: 9
8154 - 9938: 9
2040 - 1480: 9
3897 - 2023: 9
9212 - 3189: 9
858 - 7774: 9
8896 - 1141: 9
8916 - 8917: 9
8311 - 441: 9
1331 - 6042: 9
77 - 78: 9
1600 - 5378: 9
4981 - 8867: 9
1129 - 2919: 9
283 - 8277: 9
4992 - 6827: 9
987 - 9616: 9
1586 - 1587: 9
8184 - 8881: 9
3485 - 4357: 9
6976 - 9979: 9
2092 - 8927: 9
6228 - 1023: 9
1353 - 7452: 9
7612 - 5957: 9
174 - 6267: 9
5069 - 3378: 9
3134 - 2718: 9
5432 - 9161: 9
987 - 988: 9
9761 - 1023: 9
8670 - 6737: 9
8052 - 9001: 9
3763 - 6496: 9
7914 - 7915: 9
868 - 1048: 9
1186 - 1525: 9
6367 - 6368: 9
1443 - 9069: 9
1174 - 6448: 9
9858 - 890: 9
310 - 6678: 9
4427 - 3195: 9
4065 - 2506: 9
2230 - 6428: 9
3170 - 2427: 9
298 - 1340: 9
8066 - 7536: 9
1788 - 5651: 9
6943 - 9746: 9
4284 - 4285: 9
5719 - 5720: 9
1315 - 2397: 9
9395 - 3311: 9
9573 - 9574: 9
417 - 9606: 9
4756 - 9570: 9
3065 - 8809: 9
3478 - 8333: 9
1801 - 1818: 9
3188 - 5228: 9
2934 - 9030: 9
6338 - 6339: 9
8735 - 8736: 9
6005 - 530: 9
3475 - 9387: 9
7550 - 4499: 9
9260 - 3680: 9
1127 - 6819: 9
3709 - 8207: 9
8584 - 329: 9
2022 - 2023: 9
9775 - 951: 9
2117 - 4888: 9
5527 - 4173: 9
9211 - 5318: 9
5999 - 3174: 9
5570 - 991: 9
4094 - 986: 9
2851 - 6380: 9
1865 - 1866: 9
7907 - 5340: 9
6994 - 4558: 9
1852 - 1853: 9
9226 - 1403: 9
627 - 4467: 9
9183 - 5949: 9
4378 - 4379: 9
3423 - 7273: 9
336 - 6795: 9
8920 - 6629: 9
4389 - 4390: 9
3068 - 3069: 9
1206 - 8803: 9
958 - 5768: 9
1279 - 9870: 9
403 - 404: 9
4474 - 7602: 9
5594 - 5595: 9
4251 - 4252: 9
1490 - 6833: 9
2822 - 3927: 9
9837 - 4417: 9
3899 - 1514: 9
1110 - 1111: 9
8754 - 8783: 9
2931 - 2932: 9
3098 - 4799: 9
6288 - 7208: 9
6963 - 4168: 9
5687 - 5688: 9
1137 - 1138: 9
6966 - 7687: 9
9257 - 3839: 9
4004 - 2209: 9
3469 - 1912: 9
9442 - 545: 9
6448 - 6449: 9
3080 - 9117: 9
6729 - 45: 9
4449 - 4450: 9
5644 - 5645: 9
1309 - 834: 9
4331 - 2084: 9
4453 - 4454: 9
9196 - 9197: 9
2373 - 4303: 9
5785 - 7808: 9
4512 - 2228: 9
6234 - 6235: 9
8862 - 2722: 9
2402 - 8108: 9
1168 - 1781: 9
4656 - 2407: 9
4203 - 8764: 9
1231 - 644: 9
9050 - 1964: 9
7126 - 6226: 9
2500 - 2501: 9
8495 - 2905: 9
8083 - 8084: 9
5920 - 5304: 9
7421 - 2401: 9
5837 - 4196: 9
2936 - 6826: 9
1304 - 5414: 9
8030 - 8095: 9
4331 - 4332: 9
8713 - 875: 9
1715 - 3767: 9
8601 - 9586: 9
7097 - 7098: 9
3182 - 2302: 9
9139 - 2923: 9
415 - 63: 9
1640 - 1842: 9
7063 - 6345: 9
2372 - 2373: 9
8592 - 8593: 9
2266 - 2267: 9
4513 - 7387: 9
4589 - 3122: 9
2193 - 767: 9
4014 - 2524: 9
7791 - 3449: 9
4036 - 4781: 9
6213 - 6214: 9
2012 - 7013: 9
8622 - 8623: 9
9605 - 2180: 9
6795 - 2749: 9
9297 - 4617: 9
6318 - 6319: 9
232 - 233: 9
476 - 7035: 9
2296 - 5859: 9
7790 - 4002: 9
6295 - 3586: 9
3416 - 8650: 9
2675 - 2676: 9
5776 - 1972: 9
9817 - 7654: 9
6108 - 7551: 9
7941 - 7942: 9
6365 - 3244: 9
2429 - 922: 9
1906 - 3857: 9
6287 - 4717: 9
7196 - 9712: 9
6215 - 1631: 9
7373 - 2222: 9
9382 - 7579: 9
8730 - 8731: 9
8130 - 3817: 9
1693 - 3277: 9
6016 - 6560: 9
3877 - 7246: 9
4402 - 4303: 9
7967 - 404: 9
9379 - 1459: 9
1433 - 8900: 9
7452 - 7453: 9
5629 - 8887: 9
6941 - 2613: 9
1974 - 4871: 9
1415 - 5954: 9
5210 - 6571: 9
9816 - 2722: 9
8545 - 8546: 9
4481 - 7809: 9
1454 - 7734: 9
9120 - 9487: 9
6153 - 3213: 9
5883 - 5884: 9
7453 - 6189: 9
2627 - 7427: 9
7120 - 1654: 9
5788 - 1785: 9
8784 - 2109: 9
7543 - 117: 9
5734 - 9159: 9
383 - 384: 9
848 - 6728: 9
6496 - 9352: 9
5455 - 642: 9
6942 - 8996: 9
1687 - 8199: 9
5541 - 5542: 9
6269 - 3483: 9
2748 - 5219: 9
3382 - 4278: 9
4806 - 4807: 9
6667 - 9591: 9
8044 - 8045: 9
9438 - 7412: 9
7653 - 29: 9
6613 - 8998: 9
263 - 3295: 9
3837 - 9887: 9
4796 - 8491: 9
5228 - 8197: 9
2533 - 1480: 9
9002 - 4508: 9
9940 - 3709: 9
1726 - 1727: 9
2651 - 3656: 9
8388 - 5917: 9
3255 - 3256: 9
3173 - 378: 9
8248 - 1907: 9
3750 - 4628: 9
4032 - 3876: 9
9520 - 9521: 9
6984 - 6985: 9
6882 - 2308: 9
4638 - 4639: 9
9748 - 9749: 9
5134 - 626: 9
9745 - 3048: 9
4261 - 211: 9
8210 - 103: 9
7107 - 4645: 9
5240 - 6773: 9
5518 - 5519: 9
7254 - 7255: 9
2739 - 5957: 9
5463 - 9663: 9
9814 - 4300: 9
4201 - 4202: 9
573 - 7091: 9
7701 - 1519: 9
6644 - 6645: 9
436 - 7449: 9
3385 - 3386: 9
8854 - 7480: 9
2555 - 5681: 9
129 - 7038: 9
7004 - 7005: 9
5265 - 54: 9
9168 - 3652: 9
7410 - 1581: 9
5791 - 4411: 9
686 - 9263: 9
4969 - 9578: 9
8793 - 8794: 9
9089 - 9090: 10
310 - 4617: 10
8833 - 9882: 10
1744 - 8056: 10
9676 - 1374: 10
6161 - 8017: 10
7861 - 8265: 10
1721 - 8374: 10
8541 - 8948: 10
8456 - 8390: 10
4188 - 1236: 10
9094 - 5148: 10
847 - 848: 10
5965 - 5115: 10
5848 - 4314: 10
9659 - 9660: 10
9273 - 8030: 10
1412 - 8410: 10
588 - 589: 10
6286 - 6287: 10
4802 - 2988: 10
4068 - 5742: 10
5544 - 1881: 10
2184 - 8326: 10
3242 - 9712: 10
7145 - 7146: 10
6612 - 6613: 10
1352 - 1353: 10
3551 - 7483: 10
6128 - 5835: 10
2781 - 30: 10
9519 - 9520: 10
6127 - 170: 10
1979 - 7596: 10
5907 - 5908: 10
5905 - 5906: 10
6294 - 6295: 10
5632 - 3502: 10
4734 - 3953: 10
1775 - 6249: 10
179 - 5043: 10
3549 - 1306: 10
4317 - 831: 10
6271 - 3208: 10
5022 - 5648: 10
7925 - 9809: 10
6200 - 6201: 10
9611 - 8464: 10
7878 - 2259: 10
8317 - 8289: 10
1340 - 906: 10
9457 - 6226: 10
9086 - 7055: 10
166 - 3364: 10
2683 - 2684: 10
3056 - 3741: 10
5369 - 4644: 10
5534 - 3527: 10
3439 - 7482: 10
4647 - 2405: 10
1553 - 7482: 10
5164 - 182: 10
439 - 202: 10
5275 - 4643: 10
8521 - 3030: 10
7783 - 7784: 10
6061 - 2260: 10
5535 - 5408: 10
6918 - 3916: 10
6898 - 2787: 10
2105 - 2106: 10
8676 - 5336: 10
7705 - 1237: 10
2629 - 2630: 10
2034 - 409: 10
4102 - 1666: 10
3845 - 4759: 10
9773 - 1878: 10
8704 - 8705: 10
7640 - 2735: 10
9660 - 2103: 10
7380 - 9749: 10
5641 - 1864: 10
8230 - 8522: 10
8008 - 1381: 10
6763 - 2877: 10
1372 - 1373: 10
4984 - 4985: 10
9306 - 9307: 10
200 - 7060: 10
6506 - 831: 10
3973 - 3974: 10
3162 - 8616: 10
4754 - 231: 10
9226 - 9227: 10
8789 - 3187: 10
2467 - 2468: 10
7237 - 2270: 10
2421 - 240: 10
9401 - 6138: 10
6727 - 6814: 10
9639 - 7843: 10
6528 - 160: 10
7646 - 7197: 10
4045 - 2334: 10
6077 - 1251: 10
5670 - 3578: 10
1099 - 7836: 10
9863 - 1671: 10
7022 - 6975: 10
1327 - 1328: 10
9776 - 9777: 10
7899 - 6761: 10
6961 - 4944: 10
9547 - 5635: 10
6282 - 3713: 10
1181 - 2658: 10
5871 - 5341: 10
4960 - 4961: 10
6974 - 1302: 10
749 - 3010: 10
8725 - 8229: 10
2431 - 2432: 10
2405 - 2406: 10
9220 - 2274: 10
6268 - 2198: 10
5782 - 9106: 10
4859 - 4947: 10
3215 - 1373: 10
7897 - 9704: 10
2588 - 7787: 10
7089 - 673: 10
9776 - 3878: 10
6057 - 9821: 10
361 - 4093: 10
5204 - 5996: 10
7055 - 4305: 10
3928 - 3929: 10
4108 - 2268: 10
8423 - 1917: 10
8338 - 7109: 10
3537 - 6132: 10
9893 - 9742: 10
8609 - 1138: 10
6427 - 6274: 10
9134 - 8833: 10
6261 - 6262: 10
58 - 6687: 10
6759 - 2995: 10
9183 - 7545: 10
7977 - 7978: 10
952 - 650: 10
172 - 173: 10
6497 - 3350: 10
244 - 3904: 10
6671 - 6672: 10
2267 - 2268: 10
3864 - 2012: 10
6302 - 3489: 10
931 - 932: 10
198 - 8307: 10
8911 - 238: 10
1663 - 1664: 10
4184 - 202: 10
2777 - 3891: 10
793 - 794: 10
6142 - 9841: 10
2639 - 129: 10
6835 - 1615: 10
6493 - 6979: 10
8881 - 8882: 10
9261 - 6145: 10
1249 - 1250: 10
3939 - 3940: 10
3499 - 5059: 10
3147 - 911: 10
5907 - 2771: 10
7658 - 6283: 10
9211 - 6013: 10
8559 - 8560: 10
7238 - 7239: 10
9987 - 9988: 10
9165 - 8424: 10
4267 - 4075: 10
9133 - 9313: 10
7209 - 7210: 10
8676 - 1413: 10
7898 - 2502: 10
6094 - 5519: 10
4323 - 3209: 10
1095 - 1381: 10
768 - 5658: 10
4065 - 4066: 10
2961 - 2962: 10
8927 - 9746: 10
4020 - 1597: 10
474 - 82: 10
9476 - 9477: 10
2162 - 9664: 10
7842 - 7843: 10
9255 - 1732: 10
8374 - 8305: 10
3954 - 1439: 10
9199 - 7682: 10
3651 - 3652: 10
1916 - 700: 10
2983 - 2984: 10
5060 - 5024: 10
8470 - 9729: 10
3705 - 3706: 10
9577 - 9578: 10
9212 - 5760: 10
5807 - 7274: 10
6185 - 8891: 10
6874 - 2270: 10
1047 - 4648: 10
6090 - 8152: 10
5916 - 2652: 10
8046 - 2286: 10
6423 - 6424: 10
4174 - 4175: 10
359 - 83: 10
5402 - 4708: 10
9358 - 4401: 10
9095 - 6496: 10
4639 - 4318: 10
4321 - 2327: 10
9554 - 9555: 10
9808 - 165: 10
4441 - 5145: 10
5459 - 3012: 10
8312 - 7072: 10
3435 - 704: 10
4034 - 7041: 10
8676 - 3330: 10
